PassengerId,Survived
892,0.11153846153846154
893,0.59375
894,0.0
895,0.11153846153846154
896,0.5813953488372093
897,0.11153846153846154
898,0.59375
899,0.16
900,0.59375
901,0.125
902,0.11153846153846154
903,0.4
904,0.9772727272727273
905,0.16
906,0.9772727272727273
907,0.9
908,0.15873015873015872
909,0.11153846153846154
910,0.59375
911,0.59375
912,0.38372093023255816
913,0.11153846153846154
914,0.9772727272727273
915,0.38372093023255816
916,0.9772727272727273
917,0.23684210526315788
918,0.9772727272727273
919,0.11153846153846154
920,0.38372093023255816
921,0.125
922,0.16
923,0.21428571428571427
924,0.3333333333333333
925,0.3333333333333333
926,0.38372093023255816
927,0.11153846153846154
928,0.59375
929,0.59375
930,0.11153846153846154
931,0.24
932,0.23684210526315788
933,0.4
934,0.11153846153846154
935,0.9142857142857143
936,0.9772727272727273
937,0.11153846153846154
938,0.4
939,0.11153846153846154
940,0.9772727272727273
941,0.5813953488372093
942,0.38372093023255816
943,0.15873015873015872
944,0.9
945,0.9772727272727273
946,0.15873015873015872
947,0.125
948,0.11153846153846154
949,0.11153846153846154
950,0.23684210526315788
951,0.9772727272727273
952,0.11153846153846154
953,0.15873015873015872
954,0.11153846153846154
955,0.59375
956,0.38372093023255816
957,0.9
958,0.59375
959,0.38372093023255816
960,0.4
961,0.9772727272727273
962,0.59375
963,0.11153846153846154
964,0.59375
965,0.4
966,0.9772727272727273
967,0.38372093023255816
968,0.11153846153846154
969,0.8333333333333334
970,0.15873015873015872
971,0.59375
972,0.23684210526315788
973,0.38372093023255816
974,0.4
975,0.11153846153846154
976,0.15873015873015872
977,0.23684210526315788
978,0.59375
979,0.59375
980,0.59375
981,0.16
982,0.5813953488372093
983,0.11153846153846154
984,0.9772727272727273
985,0.11153846153846154
986,0.4
987,0.11153846153846154
988,0.9772727272727273
989,0.11153846153846154
990,0.59375
991,0.11153846153846154
992,0.9772727272727273
993,0.16
994,0.11153846153846154
995,0.11153846153846154
996,0.59375
997,0.125
998,0.11153846153846154
999,0.11153846153846154
1000,0.11153846153846154
1001,0.15873015873015872
1002,0.15873015873015872
1003,0.59375
1004,0.9772727272727273
1005,0.59375
1006,0.9772727272727273
1007,0.23684210526315788
1008,0.11153846153846154
1009,0.5813953488372093
1010,0.38372093023255816
1011,0.9
1012,0.9142857142857143
1013,0.11153846153846154
1014,0.9772727272727273
1015,0.11153846153846154
1016,0.11153846153846154
1017,0.5813953488372093
1018,0.11153846153846154
1019,0.3333333333333333
1020,0.15873015873015872
1021,0.11153846153846154
1022,0.11153846153846154
1023,0.4
1024,0.3333333333333333
1025,0.11153846153846154
1026,0.11153846153846154
1027,0.11153846153846154
1028,0.11153846153846154
1029,0.15873015873015872
1030,0.59375
1031,0.24
1032,0.125
1033,0.9772727272727273
1034,0.38372093023255816
1035,0.16
1036,0.4
1037,0.23684210526315788
1038,0.38372093023255816
1039,0.11153846153846154
1040,0.4
1041,0.16
1042,0.9772727272727273
1043,0.11153846153846154
1044,0.11153846153846154
1045,0.5813953488372093
1046,0.24
1047,0.11153846153846154
1048,0.9772727272727273
1049,0.59375
1050,0.4
1051,0.5813953488372093
1052,0.59375
1053,0.23684210526315788
1054,0.9142857142857143
1055,0.11153846153846154
1056,0.15873015873015872
1057,0.3333333333333333
1058,0.38372093023255816
1059,0.24
1060,0.8333333333333334
1061,0.59375
1062,0.11153846153846154
1063,0.11153846153846154
1064,0.23684210526315788
1065,0.11153846153846154
1066,0.24
1067,1.0
1068,1.0
1069,0.38372093023255816
1070,1.0
1071,0.9772727272727273
1072,0.15873015873015872
1073,0.38372093023255816
1074,0.9772727272727273
1075,0.11153846153846154
1076,0.9772727272727273
1077,0.15873015873015872
1078,0.9
